,,,,,,
,,,,,,
台灣自來水公司第十一區管理處,,,,,,
單價分析表[標單],,,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 M2 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
,,,,,,
,,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
,,,,,,
,,,,,,
台灣自來水公司第十一區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：彰化-芬園鄉利民橋加壓機電等工程,,,,,
,,,,,,
項次：,工程編號：WR11110111,,,,第 17 頁 共 26 頁,
33,工作項目：道路施工及復舊，瀝青混凝土路面，20cm,,單位：M2,,計價代碼：0295240F02,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,產品，瀝青混凝土舖面，針入度85～100，工地交貨,T,0.44,,,
,瀝青混凝土舖面，舖築及滾壓,M2,0.02,,,
,技術工,工,0.0225,,,
,產品，瀝青黏層,M2,1,,,
,零星工料,式,1,,,
,計,M2,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 M2 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
34,工作項目：試水設備連接費,,單位：日,,計價代碼：02510CD102,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,技術工,工,0.25,,,
,小工,工,0.5,,,
,管線連接費,式,1,,,
,零星工料,式,1,,,
,計,日,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 日 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
,,,,,,
,,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
,,,,,,
,,,,,,
台灣自來水公司第十一區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：彰化-芬園鄉利民橋加壓機電等工程,,,,,
,,,,,,
項次：,工程編號：WR11110111,,,,第 18 頁 共 26 頁,
35,工作項目：試水設備作業費，管徑≦350mm,,單位：500M,,計價代碼：02510CD103,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,技術工,工,0.29,,,
,小工,工,0.23,,,
,自來水給水工程，固定設施製作及拆除費,式,1,,,
,抽排水費,式,1,,,
,量桶、加壓機租金及油料費,式,1,,,
,零星工料,式,1,,,
,合計,500M,,,,
,計,M,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 M 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
36,工作項目：制水閥，制水閥盒，300mm以下，閥盒供料，日間施工,,單位：處,,計價代碼：025169020B,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,閥栓盒安放擋土費,式,1,,,
,混凝土基座,式,1,,,
,小工,工,0.073,,,
,零星工料,式,1,,,
,計,處,,,,
