rank,project_id,candidate_status,candidate_status_reasons,reference_availability,detected_output_types,workbook_candidate_count,candidate_permitted_input_count,current_cohort,previous_screening_status,previous_bundle_status,total_score
184,1130403,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.284952
185,1120103,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.238554
186,1150108,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.170898
187,1130905,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.169793
188,1120407,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.155489
189,1120106,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.122465
190,1130712,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.104478
191,1140303,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.064912
192,1131002,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.064782
193,1140101,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.030967
194,1120405,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.025602
195,1130703,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.993237
196,1120708,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,6,6,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.961506
197,1140402,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.811659
198,1120805,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.666685
199,1130304,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.60242
200,1141206,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,6,6,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.453722
201,1140206,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,67.321389
202,1140711,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,66.776055
203,1130507,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,66.624134
204,1140502,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,66.447208
205,1140306,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,5,5,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,66.311117
206,1140906,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,5,5,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,66.130094
207,1121205,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.529433
208,1150205,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.526241
209,1140803,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.478284
210,1141104,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.474144
211,1110606,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,PRODUCTION|PUNCH,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.248528
212,1110301,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,65.156884
213,1120107,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,64.906068
214,1110601,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,64.684501
215,1150602,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,64.475247
216,1140508,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,61.490382
217,1140608,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,61.177878
218,1120203,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.952733
219,1140704,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.932063
220,1140507,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.842533
221,1120808,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.805586
222,1131112,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.774405
223,1120906,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.701948
224,1131109,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.675388
225,1120907,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.598454
226,1121007,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.574166
227,1141102,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.567338
228,1130804,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.528252
229,1120304,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.414632
230,1130310,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.350564
231,1130601,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.333626
232,1120311,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.247244
233,1130501,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,8,8,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.130966
234,1140404,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.086804
235,1130205,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.03917
236,1150502,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,58.597672
237,1131101,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,57.397165
238,1130809,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,57.092831
239,1140605,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.696512
240,1141103,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.42003
241,1140503,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.34971
242,1130305,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.015761
243,1150501,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,55.920613
244,1121204,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,PRODUCTION,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,55.915032
245,1140311,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,55.437557
246,1140301,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,54.268904
247,1140702,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,5,5,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,54.262916
248,1120901,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,53.957557
249,1140205,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,52.386837
250,1140604,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,52.371633
251,1120408,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,52.221632
252,1120501,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,52.124708
253,1130102,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,49.742807
254,1150503,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,48.495064
255,1150403,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,47.026707
256,1150106,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,46.39394
257,1130608,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,46.08612
258,1141202,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,45.397949
259,1150401,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,44.096068
260,1140701,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,43.76577
261,1140806,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,41.054953
262,1150109,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,40.077421
263,1130704,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,40.008859
264,1120911,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,39.564799
265,1130709,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,39.065634
266,1141212,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,34.921513
267,1150303,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.006249
268,1141205,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,28.336233
269,1120802,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.248214
270,1120101,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,122.347043
271,1110205,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,113.530102
272,1110405,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,112.311028
273,1120204,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,111.112598
274,1110204,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,6,6,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,109.16673
275,1110104,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,6,6,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,109.001065
276,1120301,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,6,6,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,104.921488
