rank,project_id,candidate_status,candidate_status_reasons,reference_availability,detected_output_types,workbook_candidate_count,candidate_permitted_input_count,current_cohort,previous_screening_status,previous_bundle_status,total_score
381,1121202,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,19.651215
382,1120205,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,19.400085
383,1121101,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,16.782131
384,1140401,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,16.308533
385,1120809,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,15.847954
386,1150510,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,15.252136
387,1140809,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,15.200563
388,1130302,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.96346
389,1121006,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.952844
390,1130513,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.948428
391,1140911,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.721422
392,1130303,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.514372
393,1140910,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.483098
394,1130511,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.465217
395,1120912,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.279854
396,1130510,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.081052
397,1130107,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,14.0498
398,1140313,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.944708
399,1140710,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.925966
400,1140209,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.806375
401,1140103,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.556046
402,1130711,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.355678
403,1141213,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,13.134445
404,1120806,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,10.883314
